name,price,image,description,DISPONIBILITÉ,gtin,Marque,Gamme PC,Gamer,Système d'exploitation,Taille de l'écran,Ecran,Ecran Tactile,Résolution Ecran,Processeur,Type Processeur,Référence Processeur,Fréquence Processeur,Mémoire Cache,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Chipset Graphique,Clavier,Connecteurs,Destockage,Couleur,Garantie
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256G SSD - Sable,"879,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-256g-ssd-sable-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Couleur: Sable  - Garantie: 1 an
                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82H802CTFG,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Sable,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4G 256G SSD -Bleu,"879,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4g-256g-ssd-bleu-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (Up to 4,10 GHz, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Couleur: Bleu  - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82H802CSFG,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,Up to 4.10 GHz Turbo max,6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Bleu,1 an
PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 4Go 256Go SSD - Bleu,"899,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/8/2/82ku01q8fg_1.jpg,"Ecran 15.6 FULL HD - Processeur: AMD Ryzen™ 3 5300U (2.6 GHz up to 3.8 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: AMD Radeon intégrée avec Wifi - Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82KU01Q8FG,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 3,Quad Core,AMD Ryzen™ 3 5300U,2.6 GHz Up to 3.8 GHz Turbo max,4 Mo,4 Go,256 Go SSD,SSD,AMD Radeon,AMD Radeon,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Bleu,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD - Bleu,"899,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4g-256go-ssd-bleu-g.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 4 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an
+ ESET INTERNET SECURITY (Version d'essai 30 jours gratuits)
                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,BU-82H802LLFG,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel Core i3-1115G4,3.00 GHz up to 4.10 GHz Turbo max,6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Bleu,1 an
PC Portable LENOVO V15 AMD RYZEN 3 4Go 256Go SSD - Gris,"899,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-amd-ryzen-3-4go-256go-ssd-gris-g.jpg,"Écran 15.6 HD - Processeur: AMD Ryzen™ 3 3250U (2.6 GHz up to 3.5 GHz Turbo max, L2: 1 Mo / L3: 4 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4  Go - Disque Dur: 256Go SSD  - Carte Graphique: AMD Radeon Graphics avec Wi-Fi, Bluetooth,1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris  - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82C70093FE,LENOVO,V15,Non,FreeDos,15.6 Pouces,HD,Non,1366 x 768 pixels,AMD Ryzen 3,Dual Core,AMD Ryzen™ 3 3250U,2.6 GHz up to 3.5 GHz Turbo max,4 Mo,4 Go,256 Go SSD,SSD,AMD Radeon,AMD Radeon,,"1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Gris,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD ,"899,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/8/2/82h802lkfg_1.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3,00 GHz up to 4,10 GHz, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 4  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris  - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",Epuisé,82H802LKFG,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3,00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Gris,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD - Sable,"899,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-256go-ssd-sable-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 4  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Sable  - Garantie: 1 an
  Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82H802M4FG,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Sable,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Sable,"915,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8go-256g-ssd-sable-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Couleur: Sable - Garantie: 1 an
                                          Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82H802CTFG-8G,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Sable,1 an
PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 8Go 256Go SSD - Bleu,"915,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/8/2/82ku01q8fg-8g_1.jpg,"Ecran 15.6 FULL HD - Processeur: AMD Ryzen™ 3 5300U (2.6 GHz up to 3.8 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: AMD Radeon intégrée avec Wifi - Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,82KU01Q8FG-8G,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 3,Quad Core,AMD Ryzen™ 3 5300U,2.6 GHz Up to 3.8 GHz Turbo max,4 Mo,8 Go,256 Go SSD,SSD,AMD Radeon,AMD Radeon,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Bleu,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8G 256G SSD -Bleu,"915,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256g-ssd-bleu-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (Up to 4,10 GHz, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Couleur: Bleu  - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82H802CSFG-8G,LENOVO,IDEAPAD 3,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,Up to 4.10 GHz Turbo max,6 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Bleu,1 an
PC Portable LENOVO V15 G2 ITL i3 11è Gén 4Go 256Go SSD - Noir ,"919,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/8/2/82kb0001fe_1.jpg,"Écran 15.6 Full HD - Processeur: Intel Core i3-1115G4 ( 3.00 GHz up to 4,10 GHz Turbo max , 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 1an 
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82KB0001FE,LENOVO,V15 G2,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation",Non,Noir,1 an
Pc Portable DELL Vostro 3510 i3 11è Gén 4Go 256Go SSD - Noir,"925,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3510-i3-11e-gen-4go-256go-ssd-noir.jpg,"Écran 15.6"" HD - Processeur: Intel Core i3-1115G4 (3.00 GHz up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4 - Disque dur: 256 Go SSD - Carte graphique: Intel UHD Graphics avec WiFi, Bluetooth,1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio - Couleur: Noir - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,3510-I3-256SSD,DELL,VOSTRO 3510,Non,FreeDos,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i3,Dual Core,Intel Core i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio",Non,Noir,1 an
PC Portable LENOVO V15 G2 ITL i3 11è Gén 4Go 256 Go SSD - Noir,"929,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-4go-256-go-ssd-noir.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1, 1x HDMI® 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans
+ Sacoche Lenovo T210
                                            Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82KB00YXFE,LENOVO,V15 G2 ITL,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1, 1x HDMI® 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation",Non,Noir,2 ans
PC Portable LENOVO V15 G2 ITL i3 11è Gén 4Go 256Go SSD - Noir,"929,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/b/u/bu-82kb0001fe-80.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i3-1115G4 ( 3.00 GHz up to 4,10 GHz Turbo max , 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 1an 
+ Sac À Dos
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,BU-82KB0001FE,LENOVO,V15 G2,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,4 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation",Non,Noir,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Bleu,"935,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256go-ssd-bleu-g.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an
+ ESET INTERNET SECURITY (Version d'essai 30 jours gratuits)
                                  Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,BU-82H802LLFG-8G,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel Core i3-1115G4,3.00 GHz up to 4.10 GHz Turbo max,6 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Bleu,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Bleu,"935,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8go-256go-ssd-bleu-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu  - Garantie: 1 an
                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,82H802LLFG-8G,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel Core i3-1115G4,3.00 GHz up to 4.10 GHz Turbo max,6 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Bleu,1 an
PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Sable,"935,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8go-256go-ssd-sable-g.jpg,"Écran 15.6 FULL HD - Processeur: Intel Core i3-1115G4 (3.00 GHz Up to 4,10 GHz Turbo max, 6 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8  Go DDR4-3200 - Disque Dur: 256 Go SSD  - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Sable  - Garantie: 1 an
                                       Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,82H802M4FG-8G,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i3,Dual Core,Intel® Core™ i3-1115G4,"3.00 GHz up to 4,10 GHz Turbo max",6 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel UHD,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Sable,1 an
PC Portable ASUS Chromebook CX1 Intel Celeron N3350 8Go 32Go eMMC - Silver,"939,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-chromebook-cx1-intel-celeron-n3350-8go-32go-emmc-silver.jpg,"Écran 14"" FULL HD - Processeur: Intel Celeron N3350 (1,10 GHz up to 2.40 GHz, 2 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Chrome ZTE - Mémoire RAM: 8  Go - Disque Dur: 32 Go eMMC - Carte Graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, 2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 1 Type-C, 1x combo audio jack de 3,5 mm - Clavier Chiclet - Couleur: Silver Transparent - Garantie: 2 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,,ASUS,Chromebook CX1,Non,Chrome,14 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Celeron,Dual Core,Intel® Celeron® N3350,"1,10 GHz up to 2.40 GHz",2 Mo,8 Go,32 Go eMMC,eMMC,Graphique Intégrée,Intel HD,Chiclet,"2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 1 Type-C, 1x combo audio jack de 3,5 mm",Non,Silver Transparent,2 ans
PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 4Go 256Go SSD - Gris,"939,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/8/2/82ku01qgfg.jpg,"Ecran 15.6"" Full HD - Processeur: AMD Ryzen™ 3 5300U (2.6 GHz up to 3.8 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 4 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: AMD Radeon intégrée avec Wifi - Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an
                             Retrait en Magasin ou Livraison Gratuite pour Cet Article
 ",En stock,82KU01QGFG,LENOVO,IDEAPAD 3,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 3,Quad Core,AMD Ryzen™ 3 5300U,2.6 GHz Up to 3.8 GHz Turbo max,4 Mo,4 Go,256 Go SSD,SSD,AMD Radeon,AMD Radeon,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Gris,1 an
